# FOF_ID M_FOF[10^10 Msun/h] Vmax [km/s] Pos_xyz [kpc/h] Vel_xyz [km/s]
2716 1527.278442 260.333740 77648.382812 119879.890625 156618.828125 -285.600403 39.222473 -242.174515
2293 1727.034302 257.032654 147408.375000 70505.093750 161511.437500 294.661072 -4.387570 324.048431
2633 1533.585693 237.237610 124023.218750 57927.429688 98090.359375 59.955193 55.883492 195.428085
2261 1675.260986 287.002808 78638.429688 51174.433594 134347.562500 48.126770 -328.931885 -197.254211
1892 2178.849121 261.718292 64932.917969 18652.673828 120073.101562 -265.923279 762.233704 125.360245
2405 1737.629150 243.289062 195335.468750 75830.382812 3471.625488 -292.653137 472.850769 -219.619278
2660 1036.953247 241.559631 81489.304688 45828.890625 133473.203125 148.995438 -29.115698 -87.554909
2245 1566.072632 212.329010 32949.937500 108448.984375 142177.078125 -278.145966 -652.618591 -694.305908
1811 2247.037598 364.926147 118824.468750 60893.496094 33918.437500 -196.713303 569.970276 -130.307251
1720 2168.586182 341.359222 137694.046875 53914.726562 17817.187500 -459.693359 583.331726 -206.657425
1781 2315.558838 308.951660 33187.187500 200397.265625 79783.351562 84.063225 -320.879639 50.826588
156 13956.147461 241.262329 41432.476562 47314.183594 89501.640625 43.631268 189.294434 4.683450
1544 2499.907959 299.298676 142050.531250 37615.726562 42250.597656 -604.118591 249.738770 -297.056610
1481 2543.932861 343.787750 79120.976562 163471.781250 919.340088 -264.839722 -85.833351 75.725517
2160 2011.791626 244.045044 118521.031250 92695.429688 14526.724609 45.970592 -106.293152 -178.712128
2536 1608.604492 304.865540 201755.828125 121837.406250 5848.719238 -170.216934 -1001.051086 -935.677490
2458 1727.135986 226.707642 96961.796875 151902.468750 54257.210938 -217.179443 -16.431574 -24.464083
1423 2781.154785 327.035583 54212.367188 174221.328125 146870.921875 263.965118 171.471375 -25.579117
2364 1705.271362 235.977097 150822.828125 166931.937500 12068.628906 -239.525925 -382.974579 69.955627
2456 1703.960938 263.723053 16706.882812 9886.914062 172868.078125 -338.388245 -161.281860 -276.438904
2566 382.344879 243.097809 98355.515625 152899.531250 54393.050781 -449.086670 -41.212875 273.858063
2074 1964.005249 256.903229 157937.734375 72802.820312 163360.218750 184.798279 -131.132263 -93.036011
1837 1863.598755 230.266708 114693.859375 34446.792969 129979.679688 -343.062225 96.718727 265.140167
2502 1560.579712 311.076202 107782.710938 37984.781250 184936.812500 342.938721 279.357269 -237.159821
591 6001.959473 266.923218 81048.546875 43447.000000 149389.593750 -709.189514 -216.126831 -54.223209
1781 2315.558838 294.220062 137013.500000 62708.367188 132447.906250 320.412781 -463.119476 161.263901
2315 1718.711670 213.626648 45733.742188 152691.843750 105294.398438 572.159302 -244.681030 -100.309647
2306 1685.432495 273.754456 154885.265625 10819.227539 116779.437500 331.788116 241.842697 122.056107
2127 1885.796509 320.389252 130966.937500 50887.378906 195155.109375 -429.150848 626.382507 403.440063
1879 2186.701172 315.736481 76498.640625 61642.347656 44150.023438 -109.318657 380.264343 -370.878204
1330 3012.104248 329.928955 181620.953125 1741.063843 59233.542969 -10.378559 5.437971 -112.157784
515 6648.492676 266.761169 64889.984375 107639.960938 162468.859375 -265.162323 -289.601288 80.174568
1370 2841.262451 330.826813 195446.453125 99984.156250 178414.625000 -173.497604 234.861877 416.408386
2120 1878.415771 205.699860 81849.750000 69628.039062 119543.078125 -113.417984 -109.308617 -72.531639
1718 2328.336914 286.579102 25676.800781 16436.822266 140489.468750 -127.493279 869.904602 -620.637939
1353 2009.432983 336.179779 91006.617188 38365.441406 35683.652344 127.003929 221.473709 171.827438
2233 1718.507812 212.506332 180833.187500 189373.796875 42310.257812 -132.920883 -163.040726 104.835754
1355 3030.364502 331.626434 157761.171875 91006.640625 173529.718750 236.155350 154.754303 156.193192
2060 1618.976318 292.081390 177139.906250 41280.093750 186413.312500 -85.888161 -134.515549 -508.790314
888 3992.809814 313.743134 169244.000000 119274.757812 45176.199219 -187.727921 41.148369 -392.690399
899 2052.754150 338.836060 37388.273438 102405.062500 179955.531250 -328.622192 -199.394379 -75.196625
2075 2049.075684 245.898453 57579.687500 136837.171875 187443.156250 178.050735 -631.189392 27.951778
2341 1650.012207 245.599854 133622.656250 197143.578125 9875.811523 -78.021828 -274.888672 155.690292
2068 2102.295898 244.973083 159314.109375 42097.046875 107475.210938 -202.448486 141.202347 -214.634262
2360 1749.680176 203.453415 104884.750000 86516.617188 141126.968750 -194.483826 121.190689 110.533997
1947 2173.230469 290.971649 117602.898438 82365.062500 51783.730469 -209.162354 -418.585724 83.080498
1948 1420.312134 235.139664 32016.925781 143721.140625 117574.812500 299.801178 -49.679573 180.991699
1848 2260.863525 290.376556 126596.101562 65157.667969 152769.500000 128.434998 -361.213165 68.837006
1408 2820.117188 315.615631 171803.281250 147454.203125 503.129486 145.112671 -219.117401 -187.018097
2232 1701.285767 243.570267 153376.437500 61982.429688 97965.804688 337.490875 -108.482513 -275.850403
2052 1918.141846 230.119690 74081.835938 69979.187500 37155.132812 -147.975693 -143.261597 188.517654
1900 2077.625244 217.100266 164111.343750 138221.171875 18520.345703 71.895027 -306.791687 -514.111633
205 9417.473633 215.076080 40930.011719 191553.328125 97631.351562 640.185425 -51.316364 -406.747955
2166 1786.073486 262.314026 196493.078125 147242.218750 201496.015625 -187.444778 -162.069031 -64.168503
1932 1627.896606 237.251785 124778.398438 143240.390625 90601.460938 -58.923679 117.053291 84.823242
1863 1638.381958 273.296021 85218.304688 70848.570312 138731.015625 -357.765503 -183.053574 130.029160
1185 3517.932861 330.537415 118573.343750 139287.250000 102220.046875 -8.823991 -80.249840 -221.950638
1893 2293.780518 297.642792 160561.437500 187218.140625 40829.804688 250.963409 -363.837738 -67.181213
995 3885.265625 323.567352 123060.054688 54912.687500 125796.984375 174.616104 -174.490326 248.889465
1600 2560.806396 229.212738 164683.859375 39179.941406 162725.812500 225.494568 -149.028549 -435.095673
2120 1878.415771 241.896118 147219.265625 71542.453125 88090.750000 -328.499542 -141.880249 -123.313530
1638 2292.678711 249.619843 66620.460938 38109.179688 132068.343750 -221.707260 433.594543 110.455536
721 5188.193848 339.230133 142671.031250 161293.187500 170614.593750 90.077377 -106.938850 206.927505
400 5741.401855 238.286133 86560.781250 188364.890625 54729.222656 -372.543365 67.439644 486.940277
1166 3095.744141 319.860962 43189.816406 34343.265625 55526.632812 692.497498 -122.893707 65.875122
945 2505.102295 313.955688 78031.210938 36734.539062 148244.140625 -389.804810 122.313332 303.207825
2178 1841.673828 232.631104 188283.953125 40703.347656 66696.023438 82.253418 0.331831 -460.546478
313 9724.627930 238.998657 85557.250000 73821.164062 28853.238281 598.282410 -166.939316 302.149933
2213 1898.259766 225.956787 148004.468750 67426.695312 166185.359375 26.197348 -635.681396 -279.735046
1694 2516.396484 408.511383 72937.500000 15770.483398 90473.093750 -30.883062 -189.301437 322.767487
1479 2636.166016 334.811676 91958.617188 191779.593750 135156.343750 36.781815 510.933960 136.769562
1282 3140.882080 323.779205 170323.156250 59097.136719 39487.093750 -280.782959 -55.050461 -21.424561
320 9133.753906 237.080872 29637.644531 172649.343750 183017.015625 -143.778992 51.494797 81.259911
1627 2418.714600 216.246674 101286.335938 61046.957031 169732.156250 190.706985 -246.059128 33.520603
1420 2248.022949 256.514893 201334.328125 99176.382812 188273.406250 69.402916 933.309937 -213.896805
1868 1980.824219 225.638565 106696.789062 26592.667969 130318.679688 102.680977 -322.864655 -197.819733
1308 2821.603271 315.974152 170099.421875 14922.941406 144337.531250 -146.818146 568.442444 146.535995
1650 2392.130127 238.553650 51987.820312 144821.515625 174637.437500 361.866425 -405.028656 24.351658
1890 2147.066406 195.570755 83079.523438 26127.886719 24240.621094 355.963013 320.107513 -260.452606
1384 2569.517822 292.034149 178128.812500 184936.515625 154545.781250 -16.877653 16.444563 230.710617
1857 2228.274170 219.293335 5241.300293 202068.765625 33316.171875 -186.196060 214.192261 -41.824795
1458 2664.072998 269.776093 40935.757812 86082.812500 160535.546875 -290.818085 -351.986450 -693.133484
1849 2115.082520 239.197083 54124.148438 66016.414062 46858.207031 345.451263 -85.627884 342.688934
1163 3127.954590 314.724304 162558.125000 176339.703125 154164.453125 52.492355 228.275269 106.651169
1544 2499.907959 303.201141 91037.851562 81592.945312 57546.070312 -101.385284 197.672592 -874.025879
1715 2447.608887 305.027130 190411.968750 110417.867188 201952.796875 -37.107468 79.089371 -1118.690552
2004 1973.141113 268.491272 131697.421875 16800.707031 4026.495605 -203.541641 150.409271 488.483978
1862 2177.351318 214.018417 65025.605469 44647.273438 10682.862305 -251.091888 -173.732513 -35.190506
1351 2799.348145 299.406189 34125.097656 9851.224609 166882.390625 -161.621628 293.939423 -135.235794
1184 3376.704590 288.668121 185055.656250 30458.855469 178048.453125 -168.832535 -83.333214 -104.840904
1695 2288.483154 287.926453 119487.671875 195726.765625 28080.533203 42.054955 -1.115008 197.287277
1805 2259.576416 214.932709 26243.123047 187481.500000 133504.234375 -209.449402 345.057190 -233.026443
679 5413.585938 291.125031 191267.328125 27888.988281 171059.953125 -179.033463 126.205338 -164.117859
1056 2642.104736 307.770752 129542.273438 189075.406250 194970.562500 32.799843 75.511742 358.734680
1555 1423.280396 292.858765 61745.546875 91609.703125 105662.789062 -243.235382 226.585388 114.663063
1694 2516.396484 256.270630 26713.541016 91489.835938 1071.396729 -435.173981 -138.995636 -221.211380
1299 3118.026611 307.897003 116912.304688 94787.937500 1734.460693 -67.510551 -457.765656 101.245628
193 10191.922852 233.278015 181710.843750 174402.437500 2413.352539 205.604126 147.346741 48.196922
1850 2225.775635 225.894470 27396.195312 86054.617188 3812.319580 -43.630177 713.834290 -559.214600
125 13121.652344 222.206131 80737.007812 76089.828125 52205.210938 599.871582 482.982697 -374.416321
1611 2458.375977 233.241440 39106.296875 108044.265625 182110.296875 46.117649 -559.660828 37.693256
806 4473.873535 321.190247 181417.015625 72055.257812 102060.648438 127.044037 -310.255829 168.318726
775 4682.942383 308.052582 7478.669922 31849.480469 189597.234375 248.975235 17.631098 -328.797577
684 5451.971680 315.273712 131954.265625 18410.042969 52260.824219 -109.412018 187.166611 -73.044449
1009 3140.594238 349.853668 83272.515625 124569.921875 41726.472656 -175.990768 -70.507706 156.831055
1381 3121.417236 253.905975 55830.546875 151244.093750 188319.000000 -48.292953 -413.069489 -176.565399
1746 2118.688232 302.921265 119625.585938 191344.078125 61615.230469 -42.525826 -143.099197 73.224724
1626 1906.439697 242.652527 16635.982422 67300.515625 184294.453125 640.371765 20.603157 392.423157
1696 2155.069336 231.471603 183179.531250 96478.742188 200187.171875 104.308746 441.647675 -633.302246
246 5552.100586 219.719620 43392.886719 94470.296875 196243.703125 -187.723831 22.663172 -103.589943
1218 3150.788086 315.235352 75888.226562 13986.112305 105327.242188 -79.509201 -36.505302 494.727142
1305 2847.717285 281.416992 56141.023438 194425.843750 27109.462891 -55.490772 153.611816 -8.254097
1785 2205.928955 300.457245 1592.959473 113707.585938 203587.671875 -506.816772 -468.726288 -889.591431
1579 2192.395264 250.173050 196196.031250 166805.125000 56760.753906 -118.455200 -44.819950 213.311020
1566 2649.571289 223.154327 50841.421875 135939.875000 191030.343750 -30.286161 76.262856 -30.664843
1851 1600.131470 204.558777 45356.425781 76440.351562 11839.544922 390.416748 225.870956 -177.955521
1524 2501.164795 276.413666 48126.742188 109003.656250 130102.671875 -74.293343 -370.111847 64.832191
561 5424.697266 290.179810 97585.835938 161983.578125 23212.562500 -90.402184 -104.168625 0.884649
973 4231.667969 295.658325 188453.046875 141514.984375 197251.843750 208.986343 -635.438293 -384.002594
1414 2818.566406 251.201523 91431.500000 152055.109375 193838.890625 -169.101410 -538.660278 264.879852
325 4499.743652 263.886383 31551.712891 189772.578125 144504.015625 -166.806412 -36.415657 -92.575157
919 3735.291748 251.608429 105941.695312 43717.886719 127229.085938 -238.789963 -83.525146 -154.732101
1094 3383.129883 202.651169 112260.054688 35992.527344 135397.609375 -60.067978 55.401196 -508.453400
221 11573.817383 247.035904 144586.468750 63389.585938 79602.359375 -79.975647 -67.765526 -165.686020
849 4242.851562 273.069733 13567.524414 164075.843750 103448.250000 216.400314 -45.914070 -101.531425
1656 1781.824097 229.303619 73555.593750 43165.820312 154022.546875 -163.140762 -354.076904 311.504578
319 9060.769531 270.286194 25409.960938 166022.265625 121465.328125 7.427801 471.837158 -376.778931
232 11708.191406 226.871429 113281.453125 1301.139282 17642.332031 -31.321093 191.852158 386.697754
1457 2812.972656 213.651306 186396.687500 2928.398926 163155.906250 201.023727 257.080170 286.959106
1361 2288.217041 297.702301 163031.703125 127175.617188 146021.750000 108.923203 -86.689796 954.538025
967 3874.202881 330.457825 136984.562500 77488.445312 64747.242188 -130.310150 -95.028229 -84.510231
1189 3202.869385 280.590851 193558.703125 87526.804688 81009.945312 0.859867 31.560745 140.759659
1230 2987.206055 221.374359 149761.000000 68750.390625 77387.617188 -224.897034 -283.145538 -64.095764
449 7135.489258 254.337036 23817.556641 117648.976562 129535.796875 164.037506 -266.460480 281.341888
1519 2428.078613 292.914948 73993.179688 18038.062500 34587.777344 -16.880001 -25.068510 243.355972
1353 2009.432983 278.222168 87005.554688 115972.156250 189696.968750 -440.331635 9.299782 887.020142
1516 2667.449951 340.073792 106939.875000 42701.507812 184725.312500 122.822708 434.721008 -214.778412
187 12776.015625 249.676636 72570.242188 71132.914062 80846.976562 4.801356 92.781868 -102.400497
766 4921.357422 213.029984 52456.242188 39506.679688 153964.531250 -276.069977 791.230469 317.939301
896 4222.571777 329.426697 28253.894531 23177.240234 184930.625000 246.650299 132.639587 9.180502
895 4308.371094 274.797546 129545.578125 23500.189453 121020.390625 174.845169 442.080688 472.712830
1183 3297.269531 281.310791 29673.150391 179802.187500 15688.065430 -375.635345 207.704788 78.332115
1137 2078.150879 282.358276 89798.257812 137775.437500 171062.546875 -401.994385 -225.459915 325.904419
1194 3095.124512 216.955841 63147.582031 132205.093750 192989.203125 370.134033 -377.674408 -29.340061
1103 3400.958984 284.272797 168980.218750 76735.828125 14681.061523 78.598312 401.823944 -409.698151
1143 2887.409912 310.354156 174464.218750 23562.544922 132877.359375 -374.845642 -275.879761 491.690094
356 8425.968750 261.838928 143472.156250 136014.093750 139045.468750 216.758713 140.851959 463.684479
1040 3234.672363 249.136841 49613.308594 104661.710938 132579.234375 -615.539551 162.693726 194.035706
1247 3081.908691 225.498978 55589.886719 121529.039062 98795.726562 -271.792786 400.922211 95.731575
178 9446.732422 225.997467 87482.460938 64869.378906 78834.179688 -146.211334 268.182617 88.553940
986 4096.807617 218.654846 124987.273438 161865.546875 118198.843750 -73.109833 -88.431877 347.102234
1300 3114.109863 282.316071 49339.101562 128880.203125 107490.570312 314.036011 -200.430801 523.743042
1332 3033.068848 214.937790 15687.519531 7562.220703 103752.640625 231.529541 166.240555 221.231415
