# FOF_ID M_FOF[10^10 Msun/h] Vmax [km/s] Pos_xyz [kpc/h] Vel_xyz [km/s]
3938 1037.486816 531.884338 127156.757812 127747.804688 84435.304688 -79.204292 -162.374084 -191.656738
4982 793.098694 533.211609 36640.296875 87817.109375 162498.781250 229.895752 -244.973480 -397.186035
4850 845.194519 580.209900 168145.890625 24483.277344 193758.484375 235.200104 431.488617 -300.368500
4830 824.200562 537.494751 77752.867188 70441.304688 47950.496094 275.990723 230.149796 -293.226105
4749 698.296814 472.636353 174113.125000 161729.515625 64850.031250 -262.570435 228.670212 -139.100632
4187 909.352112 437.783478 99206.937500 123023.398438 81182.359375 -174.396469 -277.772430 127.601982
4583 805.653625 512.274597 19795.134766 77908.484375 143638.406250 476.360870 333.163605 185.079834
4560 606.974792 516.869263 67486.671875 57348.539062 45323.417969 51.134167 -102.335388 -192.868790
3100 1347.468994 470.772705 48506.089844 94315.265625 123284.460938 64.072807 -78.660141 250.394424
2495 920.533997 439.164215 58573.234375 123749.484375 113221.187500 -134.206467 -63.456612 1.526081
4399 962.085754 459.518188 190737.750000 93240.695312 12492.587891 -32.642502 203.735474 -575.998474
3713 1060.598877 505.543640 168573.375000 78494.234375 170647.375000 147.205719 194.868729 58.208084
3495 1220.251831 507.740387 58681.828125 147833.265625 99613.437500 146.716476 -25.682274 84.951218
4316 921.182068 467.251007 39000.804688 112029.507812 124377.570312 174.847443 -481.549988 -37.626694
4187 909.352112 487.318146 177543.687500 191891.421875 43901.406250 120.749771 -92.591316 158.875504
4279 804.070679 510.644562 149466.000000 36348.109375 162123.343750 145.291229 500.667328 -331.896027
4306 871.976501 527.072205 121081.601562 161719.875000 119590.539062 -194.089233 -63.589012 274.121216
3992 938.575378 523.034729 171739.000000 174291.578125 94006.703125 -5.218488 249.616684 252.288666
3891 804.847839 410.690826 91297.726562 83286.835938 36790.988281 -259.329590 -149.556946 259.224884
4165 810.391541 511.655060 75143.835938 98221.187500 124296.914062 -216.780014 -78.660583 -1.312104
4044 978.101440 486.501099 60075.855469 1581.002075 76630.523438 210.666611 -557.857666 -6.831860
4111 941.381348 488.755157 22621.611328 133934.671875 45428.324219 235.693405 -127.113533 -5.395796
4080 462.957031 473.547638 157890.515625 182610.765625 153209.609375 162.803604 289.446289 -141.074188
4136 991.912964 537.964539 71483.320312 677.055420 68863.398438 -145.266891 -363.334259 89.321060
4144 1013.626404 510.285858 96503.265625 54967.753906 123551.859375 -94.993553 -223.141632 155.552353
4008 1007.818359 489.271423 56107.375000 27843.611328 82243.398438 15.678451 -122.171074 -73.889610
3973 964.645813 498.866821 199555.171875 100577.945312 81623.187500 252.415802 -113.596268 -2.560000
4001 914.412170 534.781433 143004.406250 81297.210938 139311.203125 3.614438 -429.882782 241.087311
4084 845.671143 547.688416 21708.777344 188131.984375 62385.359375 298.173309 -149.417007 -262.544891
2740 1487.097290 465.473236 146890.265625 86394.343750 26072.244141 -267.695496 129.583450 -451.980255
3525 831.963501 490.293640 131311.218750 16170.474609 189107.140625 -108.851982 328.128693 93.810555
4016 995.533997 470.835541 97476.289062 185657.265625 69879.617188 -325.017700 352.875153 -213.204010
4059 939.428101 466.398041 155154.125000 60504.867188 149661.296875 -388.901062 -373.364716 120.605423
2480 1456.943359 425.050446 62070.378906 97158.640625 110300.453125 -186.135712 -108.261436 -137.286484
3610 1150.847168 482.900055 78167.093750 74795.773438 83238.679688 38.208256 202.754059 -38.718475
4096 1001.164734 435.372864 87920.046875 104703.789062 85369.500000 -156.849625 -216.806305 -273.480682
3643 1034.257080 514.607910 50825.652344 67792.476562 202286.812500 3.621972 -308.348083 63.139977
2915 1313.526733 443.330475 58552.191406 95613.437500 153222.265625 -432.652374 -149.241257 9.954788
3811 1152.397705 513.231018 17590.683594 173929.937500 117512.093750 67.197174 251.605072 -88.073135
3852 603.496826 486.363495 43398.527344 189520.281250 94613.867188 774.812805 -1.405794 9.478126
4001 914.412170 557.575684 86745.421875 119151.289062 195366.218750 -785.220215 131.173676 163.131363
3262 1200.445557 504.974762 165721.937500 54789.359375 24014.837891 -283.294800 152.771408 -19.909248
3922 1046.375610 493.133057 177940.125000 164039.109375 136031.140625 154.409027 9.841208 -23.311533
3861 1080.412720 510.929474 132806.812500 51803.859375 31639.550781 -564.506653 -129.746948 -153.970581
3443 663.272827 427.164093 86779.750000 80788.164062 189681.609375 -26.778343 -95.862053 273.609344
1844 2001.867432 426.937744 112142.328125 31192.761719 165096.921875 7.845773 384.133514 -88.001045
3234 885.424988 467.477692 88916.343750 4562.887207 75067.890625 -374.122223 -137.179001 -139.357452
3546 826.526917 438.759705 161546.328125 125513.789062 154769.546875 182.774063 -38.459236 760.546997
3797 1057.249878 506.676910 146541.796875 87533.898438 197833.031250 21.689144 -184.077484 136.245865
2094 1984.968384 353.914429 59561.902344 20433.701172 202138.562500 -274.398407 436.380768 169.943192
2212 1783.556274 457.675659 51850.101562 98453.109375 87350.414062 -130.528976 -235.932861 63.498940
3268 863.029114 427.429474 100942.843750 17231.945312 31453.748047 -59.137741 -102.435410 -411.098022
3231 706.800720 456.252045 82771.468750 24466.062500 102986.875000 99.701004 -97.238266 576.680237
2432 1730.815063 459.562073 44407.816406 125695.367188 187534.968750 31.666460 -402.858307 -161.964447
3391 1116.353516 443.966888 105170.921875 11325.257812 42863.613281 -482.191803 238.061340 -337.026306
3411 1067.454468 484.938080 166755.015625 43450.316406 118323.796875 -121.195427 -193.794861 63.800663
3410 687.061707 473.300446 180531.656250 11025.389648 145975.109375 -18.488815 203.435440 -4.670049
3235 1267.729736 437.657318 195683.718750 58695.046875 58894.199219 -193.166061 -154.586807 -188.332916
1979 1857.493042 396.311829 108914.703125 28462.974609 203809.593750 -198.333878 322.038605 191.319794
2769 1529.051025 455.614777 181133.656250 93840.875000 165095.000000 -135.951187 360.903381 348.166809
2036 2042.359619 423.338104 9109.625000 102356.289062 133707.500000 381.601868 -427.115356 298.857727
1863 1638.381958 376.349762 135239.703125 185655.578125 7450.317871 -51.402779 -21.143995 408.693481
3209 1195.254517 468.799683 197038.843750 187409.750000 139937.984375 90.620277 352.517517 36.101822
3189 853.476013 431.361786 13476.162109 89562.179688 14744.969727 -87.134094 231.451843 -413.959808
3027 1205.963989 463.697540 20001.914062 44891.378906 96573.015625 -66.214958 -92.082718 181.970551
2524 1194.345459 377.272858 56409.894531 94417.117188 94078.046875 -49.952206 -61.267830 228.696991
1461 1426.324341 341.227142 137117.343750 108353.398438 76374.367188 -290.752991 -327.744385 -173.845245
2339 1457.509155 364.971344 42777.207031 69109.835938 84280.304688 120.648048 206.044678 320.374542
3163 1332.114868 469.048431 166253.609375 35741.480469 138363.640625 -220.560730 31.603861 407.315948
2966 899.746277 432.207642 101876.648438 22446.222656 197485.437500 -120.063171 419.024170 58.445045
2821 1436.133179 477.742859 51466.691406 139435.171875 5923.307129 83.758743 -281.641296 -140.301239
2314 725.906433 422.625336 47174.234375 12750.487305 43514.933594 289.500000 -3.095571 -26.602875
1896 1929.424316 425.841278 132580.687500 194422.375000 35169.457031 -133.182678 -21.096542 44.098049
2753 1509.741089 420.204285 181326.718750 199378.281250 56404.410156 360.525116 18.203735 -4.569495
2837 1402.373535 424.523987 94421.460938 157702.984375 146808.046875 -18.519135 -349.967285 45.089802
2925 1176.473999 428.339203 108540.203125 32170.677734 178721.406250 39.146004 453.953339 -4.197471
2717 1463.951416 411.355713 52164.945312 158392.593750 53530.707031 -151.832642 181.542465 224.462006
2705 1438.681641 442.572205 163828.578125 64335.523438 163335.156250 69.859734 -19.088142 24.356157
2364 1705.271362 431.747803 192676.812500 125140.046875 191805.843750 -17.750048 -631.764587 52.698639
2388 1691.757812 332.610138 20054.380859 168294.781250 8786.277344 311.226318 481.651672 106.148468
2841 1274.455200 435.776642 193859.140625 101257.890625 183911.953125 205.386444 200.269577 337.454773
2828 1250.156982 388.560425 56866.488281 44674.656250 3188.817139 82.484932 844.598206 -248.688019
1517 2646.438477 360.950226 125233.328125 115619.164062 5346.502930 -155.144257 -245.979263 137.067520
2847 1450.378174 425.381012 90366.539062 118288.382812 195391.750000 -716.850952 -185.304871 209.515427
2563 1322.318359 457.133087 21193.101562 130584.296875 126006.382812 221.922272 -251.407394 70.274330
2802 1315.253296 476.522614 73941.187500 113938.671875 2345.320068 288.407043 -162.387909 -206.926193
2248 1851.635376 419.417297 102185.125000 108692.273438 6045.565918 -357.629211 34.316208 -224.810822
2708 1276.440308 454.069946 135308.140625 162990.875000 55469.613281 -12.849823 92.439766 55.645206
1596 1837.632935 337.898987 92770.875000 190948.984375 74234.921875 -444.481049 273.725372 -342.520813
2716 1527.278442 399.985199 77800.593750 119965.289062 156055.375000 -241.924713 -265.157471 118.004967
2293 1727.034302 350.798615 147563.703125 71047.656250 161387.656250 379.077057 -383.399902 200.386063
2633 1533.585693 392.716766 123711.148438 57548.757812 98255.882812 74.575821 -20.259106 71.675285
2261 1675.260986 389.450989 79158.445312 51448.855469 134242.187500 -304.822205 -398.523651 -108.664505
1892 2178.849121 390.509491 64753.738281 17914.232422 120636.039062 -103.066307 265.239380 -29.906513
2405 1737.629150 458.863281 194794.093750 75319.187500 4025.265137 -71.722893 593.692627 -504.283569
2660 1036.953247 426.272186 81889.523438 45866.468750 133793.187500 -343.819916 -78.642395 -132.831787
2245 1566.072632 399.941498 33041.859375 108202.039062 141507.140625 36.496994 -506.466522 -392.346832
1811 2247.037598 332.086090 118678.820312 61801.085938 34154.441406 -112.524986 395.736237 -191.600861
1720 2168.586182 306.781555 137501.031250 53852.781250 16922.599609 -398.832123 402.863281 -18.692204
1781 2315.558838 387.019196 32305.785156 200532.531250 79332.640625 307.412720 -139.757660 135.989487
2646 1420.065063 447.387115 40789.570312 48587.121094 87846.101562 110.791542 116.108902 111.014893
1544 2499.907959 331.187256 141186.781250 37461.554688 41775.671875 -437.689362 -42.057873 -142.294525
1481 2543.932861 358.709045 78872.429688 163920.968750 119.703461 -88.355286 -422.102264 121.842087
2160 2011.791626 399.992188 117880.218750 93668.265625 14326.270508 182.971252 -369.770386 -220.647812
2536 1608.604492 390.417603 201879.765625 121341.968750 5637.715820 -99.072319 -638.125244 -743.278381
2458 1727.135986 404.374207 96582.343750 152078.078125 53961.089844 -140.326538 -25.832268 80.058540
1423 2781.154785 325.899200 54928.191406 174432.875000 146873.125000 -68.375046 67.014473 -71.956100
2364 1705.271362 406.854828 150677.265625 166356.515625 11683.982422 -80.993675 -282.398010 -15.630824
2456 1703.960938 441.562775 16047.828125 9758.231445 172695.296875 77.905090 -64.152840 -76.738892
2566 382.344879 435.249298 98720.710938 152938.234375 54860.160156 -339.456116 -43.365250 65.949203
2074 1964.005249 402.923920 158411.843750 72018.554688 162854.578125 -118.830208 -233.820984 387.919098
1837 1863.598755 342.595032 114506.492188 33939.746094 129699.117188 -5.355409 109.173218 247.116913
2502 1560.579712 393.218506 108022.546875 37569.265625 184796.968750 -102.085968 446.919739 -231.094742
2435 1569.284180 433.668579 79707.617188 43963.878906 148544.437500 -409.156769 -303.671906 173.543228
1781 2315.558838 365.452240 137588.671875 63085.160156 132857.531250 119.202942 -801.061768 247.896454
2315 1718.711670 409.566742 46126.199219 152484.015625 105578.976562 173.752045 -28.302650 -139.845139
2306 1685.432495 384.951324 155146.046875 10225.725586 116600.476562 19.749212 467.090363 253.241913
2127 1885.796509 401.134399 130334.679688 50905.964844 195528.125000 -280.922180 447.348816 163.879623
1879 2186.701172 408.437225 77095.226562 62538.023438 44370.765625 -61.639946 107.673393 -72.219032
1330 3012.104248 409.447205 181109.515625 2491.687988 58619.316406 179.413345 -138.882874 202.560516
2164 1895.482056 419.055939 63215.601562 107006.335938 163353.578125 -188.852112 -92.379051 77.357880
1370 2841.262451 393.417633 195084.625000 100212.406250 177726.656250 -39.848324 152.817947 640.206238
2120 1878.415771 399.213837 82296.617188 69698.281250 119261.765625 -7.745190 -99.546143 164.704788
1718 2328.336914 347.519257 25136.148438 16870.107422 140196.562500 -14.316893 674.930237 -412.157898
1353 2009.432983 345.792175 91409.328125 38725.753906 36204.964844 -90.230888 64.197502 -129.010803
2233 1718.507812 356.774170 181096.703125 189059.906250 42067.699219 32.133656 129.928619 198.102905
1355 3030.364502 405.453583 158328.734375 90067.046875 172787.828125 65.248993 184.907715 396.204132
2060 1618.976318 372.507812 176905.828125 40856.851562 186028.375000 -61.331291 182.280289 -337.499390
2168 1896.621094 405.598846 169767.968750 120417.351562 44090.734375 -378.578857 -105.413040 -209.323105
2456 1703.960938 440.437988 36574.925781 102253.757812 178992.562500 -42.789043 -131.397186 120.612579
2075 2049.075684 389.059082 57948.398438 136239.546875 187605.578125 23.373322 -299.790558 -110.676903
2341 1650.012207 409.173828 133436.171875 197243.218750 10302.446289 -302.346436 -211.210602 232.252884
2068 2102.295898 535.290100 159088.015625 42166.730469 106970.765625 -127.630066 -202.151001 119.408188
2360 1749.680176 422.894318 105259.710938 86862.406250 141155.312500 -157.451935 -136.350250 -41.638966
1947 2173.230469 336.824341 117256.437500 82009.164062 52046.726562 93.831200 -299.028625 4.202278
1948 1420.312134 411.126740 32118.361328 143645.046875 118277.914062 148.562180 -118.931976 -177.870590
1848 2260.863525 400.087891 127058.140625 64989.781250 151977.500000 257.746246 -301.163055 393.827454
1408 2820.117188 382.901489 172439.640625 148245.125000 560.319763 -8.789234 -392.586273 -269.095886
2232 1701.285767 412.217377 153794.750000 62151.351562 97688.351562 -135.957977 -196.315765 -207.930252
2052 1918.141846 415.970398 73346.234375 69216.484375 37429.019531 286.288422 -146.768295 110.715469
1900 2077.625244 413.249908 164402.734375 138198.500000 17852.787109 -106.723503 -300.452087 -164.787567
2162 1852.413696 416.270966 40273.839844 191061.968750 96605.992188 804.966553 -108.063873 -73.200546
2166 1786.073486 352.065399 196510.484375 147437.406250 201947.750000 -240.093033 -372.257385 -412.511627
1932 1627.896606 428.839508 124957.812500 143604.859375 91442.195312 -73.848961 -157.259750 -174.806671
1863 1638.381958 399.121613 84724.656250 70880.335938 139408.968750 -149.931946 -204.824417 -146.791016
1185 3517.932861 355.953644 119385.531250 139209.140625 101608.546875 -189.376877 -60.132381 -18.115677
1893 2293.780518 437.183807 161188.828125 186975.937500 40624.429688 -107.112129 -289.100464 59.069481
2260 1808.455688 433.941193 124334.531250 54006.769531 126225.500000 -74.129082 -28.149094 108.367760
1600 2560.806396 317.028168 164601.968750 38892.886719 163167.156250 268.401001 -70.570557 -305.735321
2120 1878.415771 340.572845 147205.656250 71044.101562 88101.562500 -255.511383 -429.346008 1.232641
1638 2292.678711 370.191101 66116.484375 38471.082031 132353.906250 -13.170160 161.001801 153.573074
2144 1172.008911 432.954102 141334.562500 162059.796875 171426.968750 251.926788 -165.297775 208.217270
2156 1956.243896 379.304871 85915.765625 187175.875000 54899.558594 -296.329803 228.877823 372.459290
1166 3095.744141 313.234344 43617.578125 33712.351562 55470.351562 416.589142 25.300131 150.822739
2169 1898.309814 463.189789 77141.875000 36734.875000 149352.203125 -107.136688 353.363770 211.180939
2178 1841.673828 383.289398 188367.406250 40437.648438 66300.695312 -87.377441 72.655930 -103.631622
2210 1908.963013 445.101318 86819.242188 73740.859375 29106.070312 344.589203 -120.175957 447.584198
2213 1898.259766 408.879089 147563.546875 67225.007812 166138.000000 -7.290333 -116.829086 -203.222076
2096 1848.683838 387.576294 74053.164062 16559.634766 91900.734375 -231.995605 -221.292572 220.324600
1479 2636.166016 339.726593 92075.570312 191682.453125 134526.250000 189.011856 648.433594 354.105042
1282 3140.882080 358.271851 169667.031250 58741.160156 39459.257812 63.730824 4.420282 124.069893
2132 1796.295898 424.871185 30255.845703 173427.531250 184019.656250 -188.164459 -52.899002 -52.851135
1627 2418.714600 389.887665 102004.695312 60694.437500 169078.046875 19.644083 -237.594635 305.214661
1420 2248.022949 326.853516 200561.375000 99727.664062 188352.515625 173.267593 664.465271 -11.402925
1868 1980.824219 345.882507 106833.796875 26948.216797 130007.437500 -147.021210 331.547577 63.898449
1308 2821.603271 375.102203 169928.140625 15485.197266 144845.718750 -69.691650 401.839661 -73.165588
1650 2392.130127 355.028809 52473.601562 144998.265625 174748.265625 -92.039925 -445.234009 94.487366
1890 2147.066406 384.542419 83415.507812 26145.675781 23555.062500 68.072456 191.367203 -137.897568
1384 2569.517822 334.303223 178142.609375 184275.375000 155192.953125 -103.175346 218.773956 110.195221
1857 2228.274170 379.188721 5239.404785 201575.390625 33197.234375 -33.547382 125.334457 -137.152039
1458 2664.072998 371.635895 41365.070312 86523.671875 160358.812500 -578.116760 -396.648071 -170.974319
1849 2115.082520 368.240906 54032.308594 65465.460938 47144.476562 396.931854 -117.595795 -8.923731
1163 3127.954590 368.445923 162483.375000 177234.656250 153858.093750 273.024139 58.692062 54.901310
1544 2499.907959 349.998413 90816.523438 82272.421875 57290.199219 -100.833405 193.760162 -574.548889
1715 2447.608887 345.619965 190041.015625 110153.359375 201668.000000 61.398865 206.008392 -806.764038
2004 1973.141113 368.565033 131516.515625 16589.394531 4440.517578 -263.151428 195.903000 86.966995
1862 2177.351318 355.166779 64971.957031 44077.175781 10442.954102 6.226917 300.275879 36.653713
1351 2799.348145 378.211548 33183.492188 9629.337891 166671.000000 13.373463 363.963745 34.683998
1184 3376.704590 358.365631 185057.171875 29440.542969 178080.718750 -70.336128 234.546265 -60.780468
1695 2288.483154 417.276154 119326.171875 194856.718750 28421.404297 -11.716795 355.804413 90.986900
1805 2259.576416 327.191223 26357.095703 187958.281250 134117.390625 -194.797928 124.220718 -367.864838
2010 1974.952271 412.202972 189770.515625 26985.742188 168901.921875 -178.555252 123.763115 -27.155245
1056 2642.104736 340.238281 129575.312500 188968.109375 195780.468750 47.527653 -38.486824 91.591148
1555 1423.280396 363.407990 62263.640625 91382.335938 105898.250000 -394.647400 275.976196 -145.218994
1694 2516.396484 354.011139 26487.697266 91999.585938 1286.101562 -151.851089 -33.300903 -54.896744
1299 3118.026611 367.548431 117128.453125 93875.929688 1519.375366 -1.965429 -224.997391 262.196899
1965 2092.179443 417.888031 182599.187500 174797.453125 2868.354248 112.388824 -170.296066 81.230820
1850 2225.775635 430.094421 27270.800781 86668.617188 3774.123047 73.576256 383.466553 -549.270752
1935 2123.961426 442.078613 81723.062500 76288.007812 53062.472656 509.925781 457.408508 -586.297913
1611 2458.375977 387.222290 38878.753906 107177.429688 182302.359375 61.249481 -395.299347 -195.912109
1861 2120.771240 392.817871 183184.234375 72228.968750 100354.875000 36.143097 -326.260773 269.845398
1852 2113.489990 398.400238 10763.125977 30716.101562 190010.046875 117.871941 110.882668 -367.168701
1898 1682.871338 428.937897 132298.218750 16694.484375 51459.277344 -102.684898 435.239594 -1.713508
1009 3140.594238 321.171265 82509.359375 124152.062500 42388.660156 -122.816437 21.043598 -106.224632
1381 3121.417236 359.173737 55756.328125 150929.875000 187734.859375 101.210159 -334.423004 115.675468
1746 2118.688232 417.257507 119214.656250 190711.687500 62036.691406 -63.241943 -40.780186 -204.781555
1626 1906.439697 397.667419 17286.988281 67062.625000 184159.906250 570.752075 276.157288 -108.190422
1696 2155.069336 393.645264 183786.609375 96526.171875 200257.968750 -10.274206 292.340210 -375.191498
1908 1961.398315 385.217163 42597.679688 93687.117188 196699.500000 117.164398 144.767471 -276.391937
1218 3150.788086 368.519775 75720.468750 14328.041016 106248.507812 -340.711670 506.077332 225.190125
1305 2847.717285 305.922363 55853.507812 194954.468750 26412.320312 23.496117 45.135838 137.969727
1785 2205.928955 322.784821 1170.890015 113601.171875 203357.562500 -209.342529 -470.522675 -822.896118
1579 2192.395264 399.083893 195434.609375 166555.156250 56869.089844 2.180024 120.151146 -137.177902
1566 2649.571289 353.436646 50579.183594 136468.140625 191429.187500 -4.445045 -284.185242 -116.339584
1851 1600.131470 388.111145 44865.097656 76460.828125 11788.548828 301.581116 28.891592 -324.237579
1524 2501.164795 411.594757 48098.218750 109441.289062 129291.609375 -30.184874 -547.547852 179.019958
1873 985.834900 413.868011 98298.656250 163773.875000 23040.662109 -109.112190 -272.392792 -5.774186
973 4231.667969 364.447296 188080.406250 140739.078125 197281.156250 190.530685 -381.357849 -542.351868
1414 2818.566406 344.846771 91407.007812 151469.312500 194489.359375 -282.710114 -328.882080 73.284691
1824 2196.930176 423.299469 31307.437500 188396.687500 145144.687500 -164.513397 246.406128 -154.691269
919 3735.291748 308.634155 106282.039062 44110.296875 127657.476562 -127.592178 -273.869904 -144.584930
1094 3383.129883 343.292969 111844.765625 36155.066406 134999.375000 115.034233 -104.644173 -234.031342
1746 2118.688232 356.995270 143774.546875 63074.097656 80422.429688 54.586246 66.449356 -189.444458
849 4242.851562 257.703430 14051.032227 163728.046875 103002.937500 -20.454739 22.125771 98.907806
1656 1781.824097 369.486298 73883.710938 43254.546875 153576.031250 -444.026398 -326.500214 523.813843
1830 2150.448486 416.667908 25504.029297 166642.890625 120862.054688 42.976147 216.361511 -182.293594
1856 2204.873291 522.386047 114218.273438 381.521149 16579.261719 -112.533699 311.090332 458.816742
1457 2812.972656 379.135071 186714.937500 2813.143555 163938.203125 266.592865 27.515442 61.622189
1361 2288.217041 338.579193 163324.593750 126965.187500 146600.468750 193.952118 -52.822918 657.524231
967 3874.202881 332.601074 136403.093750 76996.828125 64771.546875 15.527274 143.632584 -252.786499
1189 3202.869385 344.099670 193161.515625 87896.468750 81219.117188 301.472595 -192.980011 -91.282600
1230 2987.206055 265.671814 149926.187500 68307.093750 77212.148438 -343.611420 -206.482712 76.960907
1831 1960.082275 431.384857 22607.162109 118465.242188 129194.023438 373.988281 -393.243408 228.869720
1519 2428.078613 355.039673 73722.781250 17785.871094 34912.468750 17.581602 105.878853 -93.740311
1353 2009.432983 313.105957 87026.914062 115718.914062 190247.109375 -343.077942 320.681030 628.936096
1561 2532.548584 418.690948 107757.906250 44104.085938 183885.109375 -59.450577 311.510162 -96.264893
1527 1481.518066 316.535980 71474.796875 70392.289062 80316.695312 91.600418 139.963440 22.032499
766 4921.357422 240.780899 52830.683594 39530.796875 154461.281250 -512.166077 968.609009 -304.272705
896 4222.571777 326.651764 29166.521484 23714.775391 185448.031250 177.823288 58.277603 -264.956146
895 4308.371094 319.430328 129109.445312 24076.621094 121863.851562 94.189301 308.314545 205.862244
1183 3297.269531 336.922729 30179.080078 179963.531250 15854.956055 -379.712891 -242.126740 327.807892
1137 2078.150879 295.778351 89890.703125 137645.937500 171566.765625 -356.752747 -98.790733 297.886597
1194 3095.124512 341.623505 63838.781250 132001.031250 193560.750000 175.944138 -362.465302 -234.159653
1103 3400.958984 335.003082 169555.609375 77003.039062 14638.499023 -225.690643 267.029633 -461.344391
1143 2887.409912 315.185852 174386.609375 23046.664062 133104.187500 -143.874725 89.996841 419.749451
1657 2377.793701 376.586609 143619.218750 135496.250000 140317.859375 225.071732 253.179306 269.958740
1040 3234.672363 337.958832 49353.722656 105168.937500 132287.453125 -42.084846 135.914841 321.856567
1247 3081.908691 346.898895 55536.781250 122463.867188 98935.109375 -29.536524 282.150574 175.743195
1652 2230.343262 405.391022 86276.328125 64698.644531 80860.703125 -54.096310 208.610199 22.323029
986 4096.807617 295.646271 125693.945312 162218.484375 118415.125000 -314.759125 -121.175026 389.639191
1300 3114.109863 341.008575 48994.996094 128379.132812 107983.148438 329.395477 6.089870 264.029266
1332 3033.068848 348.291809 16182.709961 7576.209473 103715.109375 134.495041 25.395849 309.786987
